seqnames	start	end	width	strand	log2FC	logCPM	F	PValue	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XV	619632	619691	60	+	-2.16647989050389	8.42028162979496	193.39125163786	1.82209531028534e-08	5.40629010966371e-07	Promoter	15	619840	624375	4536	1	YOR153W	YOR153W_mRNA	-149
XV	624653	624719	67	+	-1.1358996384422	7.4867051920447	29.1790578817827	0.00019570569839411	0.000705744651062944	Promoter	15	624729	626492	1764	1	YOR154W	YOR154W_mRNA	-10
XV	627964	628012	49	-	1.24262154028811	6.16632931236269	13.7144840196719	0.00332107556325397	0.00771745639483945	Promoter	15	626628	627980	1353	2	YOR155C	YOR155C_mRNA	0
XV	631755	631850	96	-	1.09856758839297	8.52075950103644	55.6098215174959	1.07518486974316e-05	6.76824007266524e-05	Promoter	15	630966	631751	786	2	YOR157C	YOR157C_mRNA	-99
XV	649011	649076	66	-	-1.39350994990296	7.45038537651943	52.7681226528883	1.37957537257399e-05	8.16668340990879e-05	Promoter	15	648804	649007	204	2	YOR167C	YOR167C_mRNA	-69
XV	657167	657261	95	+	1.85045361060804	7.79164605021925	82.7110743977602	1.53320258587596e-06	1.45147155308802e-05	Promoter	15	657264	658325	1062	1	YOR173W	YOR173W_mRNA	-3
XV	661719	661769	51	-	-1.8444913834477	5.7780884192272	24.254839591192	0.000416813230865789	0.0013291043128394	Promoter	15	659815	661674	1860	2	YOR175C	YOR175C_mRNA	-95
XV	662218	662239	22	+	-3.96882469309905	4.70511372806602	26.3308531687615	0.000299283421043363	0.00101062673615337	Promoter	15	662401	663582	1182	1	YOR176W	YOR176W_mRNA	-162
XV	672399	672450	52	-	-1.66511213115634	6.58063833600767	42.9056100463889	3.61068140592224e-05	0.000173911320051256	Promoter	15	671845	672411	567	2	YOR179C	YOR179C_mRNA	0
XV	678788	678840	53	-	-1.11664893174396	7.80082298668587	41.6251106063639	4.14446497628404e-05	0.000194387606968936	Promoter	15	678191	678793	603	2	YOR182C	YOR182C_mRNA	0
XV	679243	679273	31	+	1.14945210970285	5.54177980719642	9.2268275422365	0.0109627443173891	0.0215122163646655	Promoter	15	679357	680544	1188	1	YOR184W	YOR184W_mRNA	-84
XV	679298	679321	24	+	-7.73420899521917	5.30299319557866	95.2491079726677	3.38846870025796e-06	2.77580617768606e-05	Promoter	15	679357	680544	1188	1	YOR184W	YOR184W_mRNA	-36
XV	682127	682184	58	-	2.89616220531305	7.30127635353893	120.338673737731	2.24590447632583e-07	3.35232244840536e-06	Promoter	15	681444	682106	663	2	YOR185C	YOR185C_mRNA	-78
XV	721919	721951	33	+	-2.9972160520157	7.06880911863668	163.076204292382	4.53246783582043e-08	9.96221349125894e-07	Promoter	15	721946	722608	663	1	YOR202W	YOR202W_mRNA	0
XV	722876	722901	26	+	-1.52876297824088	6.62558985440756	35.3550937368417	8.5880322500457e-05	0.000352067945316579	Promoter	15	722911	724725	1815	1	YOR204W	YOR204W_mRNA	-10
XV	727439	727489	51	+	-1.38431849807547	8.07838494149723	43.5736773641387	3.36450027445265e-05	0.000165370286217036	Promoter	15	727512	729644	2133	1	YOR206W	YOR206W_mRNA	-23
XV	733451	733518	68	-	-1.45873021740067	6.24960368541326	19.7257195256135	0.000926681033556968	0.00260799879079711	Promoter	15	730008	733457	3450	2	YOR207C	YOR207C_mRNA	0
XV	733695	733783	89	+	1.17665765589493	6.37508363188174	15.725884945452	0.00209507013960189	0.00520664519882677	Promoter	15	733925	736177	2253	1	YOR208W	YOR208W_mRNA	-142
XV	733939	734028	90	+	1.96347663127515	5.6792059074169	17.8617185546664	0.00133527451272649	0.00354084238633629	Promoter	15	733925	736177	2253	1	YOR208W	YOR208W_mRNA	14
XV	738251	738326	76	+	-1.32340897200101	7.60378376755905	54.5996796086973	1.17333482238334e-05	7.22714841230043e-05	Promoter	15	738320	738532	213	1	YOR210W	YOR210W_mRNA	0
XV	742622	742703	82	+	2.22187581205755	7.08077193128828	93.1212289139451	8.41554307753067e-07	9.28572168146581e-06	Promoter	15	742910	744181	1272	1	YOR212W	YOR212W_mRNA	-207
XV	742735	742840	106	+	-2.40546287177863	7.73223016003315	134.280520944943	1.2658432189368e-07	2.17653466549346e-06	Promoter	15	742910	744181	1272	1	YOR212W	YOR212W_mRNA	-70
XV	747194	747347	154	-	1.64290687950068	10.2678808894513	141.223459041965	9.70946023660846e-08	1.7896300572476e-06	Promoter	15	746725	747282	558	2	YOR215C	YOR215C_mRNA	0
XV	758271	758311	41	+	-3.48950843772587	6.83047275260164	148.435291841884	7.46459312710356e-08	1.46462540953572e-06	Promoter	15	758330	759253	924	1	YOR222W	YOR222W_mRNA	-19
XV	759498	759529	32	-	-1.72142800528334	5.65610171582877	11.951062975412	0.00514857087101544	0.0112395450239395	Promoter	15	759326	759529	204	2	snR35	snR35_snoRNA	0
XV	761266	761301	36	-	-1.03406569744547	6.75455923895265	18.7598434785892	0.00111642881568481	0.00304003504035942	Promoter	15	760825	761265	441	2	YOR224C	YOR224C_mRNA	-36
XV	772413	772558	146	+	-1.23535147687911	7.93752990047816	22.6373352105102	0.000547324316031936	0.00167396613564513	Promoter	15	772601	774127	1527	1	YOR231W	YOR231W_mRNA	-43
XV	779414	779437	24	-	-3.90979787858953	6.71058389629632	198.532432599365	1.58251724786221e-08	4.90479549560351e-07	Promoter	15	778555	779405	851	2	YOR234C	YOR234C_mRNA	-32
XV	783659	783679	21	+	-1.34148133192557	5.4218781635698	11.5880070771934	0.00566062847369482	0.0121932793948645	Promoter	15	783677	784588	912	1	YOR238W	YOR238W_mRNA	0
XV	792255	792299	45	-	-1.12794771161375	6.61407237533552	14.6592527449114	0.00266201445226651	0.00639672213566857	Promoter	15	790211	792241	2031	2	YOR243C	YOR243C_mRNA	-58
XV	797414	797476	63	+	-2.38117498932232	9.15561799366519	171.446206372922	3.47171019098943e-08	8.24065453139247e-07	Promoter	15	797676	798308	633	1	YOR247W	YOR247W_mRNA	-200
XV	80308	80340	33	+	-2.13107705510872	8.9152051762155	173.449207914957	3.26305648114383e-08	7.89951882450044e-07	Promoter	15	80348	81190	843	1	YOL127W	YOL127W_mRNA	-8
XV	804336	804370	35	+	-1.70047039627754	6.15374082400497	34.310365321383	9.79126823345406e-05	0.000392101961312231	Promoter	15	804377	804907	531	1	YOR253W	YOR253W_mRNA	-7
XV	813924	813972	49	+	-1.25563715525936	6.26464396888115	17.9580660386648	0.0013095133036656	0.00348201734187803	Promoter	15	813984	815720	1737	1	YOR260W	YOR260W_mRNA	-12
XV	816985	817062	78	-	1.05761267175409	8.43603588754732	52.8782360611144	1.36602956903688e-05	8.1161170731788e-05	Promoter	15	815915	816931	1017	2	YOR261C	YOR261C_mRNA	-131
XV	817219	817291	73	+	1.60158289975409	6.23029968902194	24.7869198706141	0.000382165758578207	0.00123480649484831	Promoter	15	817292	818335	1044	1	YOR262W	YOR262W_mRNA	-1
XV	82968	83007	40	-	1.00792533653102	8.20175143163064	25.5244023618816	0.000339594104097844	0.00111728526743753	Promoter	15	81787	82920	1134	2	YOL126C	YOL126C_mRNA	-87
XV	832323	832348	26	+	-1.04832377319087	6.19737633800496	8.98929684905451	0.0117722714695438	0.0227587894202623	Promoter	15	832332	832521	190	1	snR8	snR8_snoRNA	0
XV	832723	832800	78	+	-4.37123996261962	6.72569610262163	103.943456857602	4.79401176450924e-07	6.09028961746128e-06	Promoter	15	832813	834195	1383	1	YOR272W	YOR272W_mRNA	-13
XV	836502	836548	47	-	-2.46438053430259	6.25081239815789	68.299631857057	3.97209805666677e-06	3.11745631350653e-05	Promoter	15	834452	836431	1980	2	YOR273C	YOR273C_mRNA	-117
XV	83773	83806	34	+	-2.28658454147407	5.80417645292628	24.9820774552476	0.00037031646530048	0.00120130661343476	Promoter	15	83834	85264	1431	1	YOL125W	YOL125W_mRNA	-28
XV	849606	849734	129	+	1.27899962250319	8.94671339201102	66.50404598028	4.52661835314266e-06	3.42026784260748e-05	Promoter	15	849635	850054	420	1	YOR285W	YOR285W_mRNA	0
XV	851858	851887	30	-	-2.31508902258174	5.90525643326499	28.9469746829666	0.000202359601173082	0.000725631407006792	Promoter	15	850937	851839	903	2	YOR287C	YOR287C_mRNA	-48
XV	853097	853158	62	-	1.24606989719216	5.82704579397456	11.721708926048	0.00546532954650992	0.0118249415621686	Promoter	15	852121	853077	957	2	YOR288C	YOR288C_mRNA	-81
XV	853348	853411	64	+	1.97832677231943	7.66181836186189	88.0986929858777	1.11513526364156e-06	1.1619375145353e-05	Promoter	15	853357	854112	756	1	YOR289W	YOR289W_mRNA	0
XV	867027	867103	77	+	-1.99224388038526	9.66101149586212	201.949103009132	1.44374172565385e-08	4.591664860805e-07	Promoter	15	867098	867852	755	1	YOR293W	YOR293W_mRNA	0
XV	86774	86803	30	-	-3.27494732772816	6.25125680091846	36.8587114317161	7.14819852593443e-05	0.000300632100494356	Promoter	15	85456	86757	1302	2	YOL124C	YOL124C_mRNA	-46
XV	868291	868311	21	+	-1.18572396255965	6.27957763836057	15.8420261675304	0.0020424014036623	0.00509657704113886	Promoter	15	868340	868951	612	1	YOR294W	YOR294W_mRNA	-29
XV	878354	878422	69	+	-1.33173827829566	6.07272543337054	10.2962699630907	0.00804481974517221	0.0164964571765731	Promoter	15	878435	880675	2241	1	YOR299W	YOR299W_mRNA	-13
XV	880931	881017	87	+	-2.76520459789463	7.80777971483848	118.334570887201	2.45106602190332e-07	3.55483139596844e-06	Promoter	15	880965	882272	1308	1	YOR301W	YOR301W_mRNA	0
XV	898384	898399	16	-	-4.0771973141021	4.78820581164671	27.1947297988563	0.000262203473187854	0.000904239617669806	Promoter	15	896825	898360	1536	2	YOR310C	YOR310C_mRNA	-39
XV	904673	904716	44	+	-7.01014659379973	4.6868491045552	57.0407462660633	2.88610539427024e-05	0.000145686652840665	Promoter	15	904760	905800	1041	1	YOR315W	YOR315W_mRNA	-44
XV	907674	907717	44	-	1.76939260595803	6.14417218004698	26.2136326709338	0.000304777454087822	0.00102633016719124	Promoter	15	906236	907555	1320	2	YOR316C	YOR316C_mRNA	-162
XV	91455	91459	5	-	1.74007787806052	4.97113870718989	7.00129145314075	0.0222693010245435	0.0393187296028407	Promoter	15	89692	91419	1728	2	YOL122C	YOL122C_mRNA	-40
XV	922914	922940	27	-	-1.06213526955134	7.44343592240855	38.6854860586972	5.76422691337168e-05	0.000254574367611156	Promoter	15	921535	922905	1371	2	YOR323C	YOR323C_mRNA	-35
XV	925017	925056	40	-	7.06573651702026	5.07294514953821	49.3443347714209	5.17046749769993e-05	0.000233425066106539	Promoter	15	923232	925040	1809	2	YOR324C	YOR324C_mRNA	0
XV	925114	925219	106	-	1.1069655679335	7.91426978433439	42.7176552552585	3.6837250597041e-05	0.00017660104571941	Promoter	15	923232	925040	1809	2	YOR324C	YOR324C_mRNA	-179
XV	92859	92944	86	-	-2.82738108485142	8.77829260363966	350.310332169897	7.20294407414973e-10	8.76238146620315e-08	Promoter	15	92026	92850	825	2	YOL121C	YOL121C_mRNA	-94
XV	931085	931173	89	-	1.48856307268478	8.12086400822389	61.6160145661955	6.56558849491476e-06	4.65716525018297e-05	Promoter	15	930734	931081	348	2	YOR327C	YOR327C_mRNA	-92
XV	94396	94444	49	-	-2.93686609829996	8.38560943031552	292.02473883085	1.95250618505349e-09	1.39430507267659e-07	Promoter	15	93395	94402	1008	2	YOL120C	YOL120C_mRNA	0
XV	949182	949256	75	-	-1.33601163170281	6.39126720559536	20.007617247337	0.000878659337671627	0.0024930357650788	Promoter	15	946233	949109	2877	2	YOR335C	YOR335C_mRNA	-147
XV	960862	960880	19	+	-2.5043473606667	6.59929147190407	69.9461920639389	3.532689858627e-06	2.85549316479717e-05	Promoter	15	960987	965981	4995	1	YOR341W	YOR341W_mRNA	-107
XV	96366	96466	101	-	2.0808177481167	6.7769534314426	59.0263255110466	8.07885411471712e-06	5.49583730557997e-05	Promoter	15	94856	96361	1506	2	YOL119C	YOL119C_mRNA	-105
XV	967708	967757	50	-	-2.43993803525697	6.30856859969338	37.8666393543103	6.34148895549474e-05	0.000272355518078211	Promoter	15	966666	967625	960	2	YOR342C	YOR342C_mRNA	-132
XVI	121283	121339	57	-	-1.44344234531987	7.27237005289872	48.3815098765888	2.0742377784583e-05	0.000112773642793051	Promoter	16	120163	121167	1005	2	YPL227C	YPL227C_mRNA	-172
XVI	121694	121759	66	+	-1.60282627594564	7.24720744007743	45.4020823148592	2.78546486787834e-05	0.000142076226908763	Promoter	16	121767	125357	3591	1	YPL226W	YPL226W_mRNA	-8
XVI	128052	128209	158	-	1.98649544957973	7.09243755375449	58.9972270185475	8.09805866851796e-06	5.49583730557997e-05	Promoter	16	126634	128088	1455	2	YPL224C	YPL224C_mRNA	0
XVI	129156	129210	55	-	7.47546645206618	8.55105504751366	321.630518628356	1.15105028253213e-09	1.07711743746179e-07	Promoter	16	128632	129138	507	2	YPL223C	YPL223C_mRNA	-72
XVI	130010	130130	121	+	5.16509595670985	7.27796307246179	147.441717486825	7.73439310995205e-08	1.49942457661461e-06	Promoter	16	130162	132228	2067	1	YPL222W	YPL222W_mRNA	-32
XVI	135747	135782	36	+	-1.72581285235315	6.19452203689837	36.1971288657797	7.74360422619744e-05	0.000322054514228006	Promoter	16	135790	136443	654	1	YPL220W	YPL220W_mRNA	-8
XVI	147378	147408	31	+	1.13438370049705	5.40298153079686	7.93028040701764	0.0163728530920558	0.0303505916746451	Promoter	16	147416	148423	1008	1	YPL215W	YPL215W_mRNA	-8
XVI	153453	153469	17	+	-2.60299934020989	5.77510376733035	41.1673349051842	4.35748272277827e-05	0.000202323577567167	Promoter	16	153495	154040	546	1	YPL211W	YPL211W_mRNA	-26
XVI	171164	171206	43	-	10.1998450665195	7.87312580593635	388.992688612162	6.48081601255041e-09	2.65005468210675e-07	Promoter	16	169770	171155	1386	2	YPL201C	YPL201C_mRNA	-51
XVI	171417	171489	73	+	7.42888636666119	5.39075794177341	55.5353489338902	3.21666916772241e-05	0.000159230032249616	Promoter	16	171484	171954	471	1	YPL200W	YPL200W_mRNA	0
XVI	172753	172813	61	-	-1.68138866153613	7.6327266628264	93.7869208827422	8.11571867091144e-07	9.05758877354474e-06	Promoter	16	172033	172755	723	2	YPL199C	YPL199C_mRNA	0
XVI	174966	175039	74	+	2.40298148701608	5.6950168657959	35.9824297477441	7.94925069830808e-05	0.000329200458706103	Promoter	16	175043	175864	822	1	YPL196W	YPL196W_mRNA	-4
XVI	184708	184756	49	-	1.31172590987727	5.64022268875931	11.1585832690704	0.00634626378641419	0.0134560681338998	Promoter	16	183597	184679	1083	2	YPL191C	YPL191C_mRNA	-77
XVI	195339	195590	252	-	2.33388719500191	10.4702259340821	216.743178843808	9.86266365772809e-09	3.56708497509074e-07	Promoter	16	194512	195426	915	2	YPL186C	YPL186C_mRNA	0
XVI	198989	199048	60	+	1.05528633054927	7.1590194240317	15.2690898524243	0.00231841128228979	0.00568618412279341	Promoter	16	199095	199376	282	1	YPL183W-A	YPL183W-A_mRNA	-47
XVI	202525	202583	59	-	-1.60428566411391	5.86491199430532	13.1218523689314	0.00383335942319143	0.00872865089061746	Promoter	16	199495	202536	3042	2	YPL183C	YPL183C_mRNA	0
XVI	227350	227428	79	-	10.5777286657756	8.22747632767449	584.374843214901	1.00613225498908e-09	1.04166798995253e-07	Promoter	16	226169	227371	1203	2	YPL171C	YPL171C_mRNA	0
XVI	242706	242769	64	-	-2.71063242562633	8.87605529586857	130.467555459334	1.47235756877748e-07	2.40419192270847e-06	Promoter	16	241918	242700	783	2	YPL163C	YPL163C_mRNA	-69
XVI	246871	246978	108	+	-1.92847663338259	8.57540630498965	105.310066980133	4.482279613016e-07	5.79215951592617e-06	Promoter	16	246990	250262	3273	1	YPL160W	YPL160W_mRNA	-12
XVI	24950	25079	130	+	-1.90046891371919	7.03315715797038	65.0109338697101	5.05810739278206e-06	3.76918079223239e-05	Promoter	16	25087	26064	978	1	YPL273W	YPL273W_mRNA	-8
XVI	256738	256852	115	-	1.96990182583583	8.70071633349054	118.170235884066	2.46884709985502e-07	3.56481008542865e-06	Promoter	16	255913	256767	855	2	YPL156C	YPL156C_mRNA	0
XVI	273195	273263	69	+	3.8539443563978	8.70916556103566	324.763806088082	1.09147564310269e-09	1.07711743746179e-07	Promoter	16	273255	275867	2613	1	YPL147W	YPL147W_mRNA	0
XVI	277546	277615	70	-	-1.61229916302138	6.93777947778174	47.9932320224271	2.15362549664048e-05	0.000116052510151191	Promoter	16	276162	277529	1368	2	YPL146C	YPL146C_mRNA	-86
XVI	281514	281517	4	-	-3.98578637080732	4.74149442563729	24.6868659702159	0.000388413741355071	0.00125084134045915	Promoter	16	281056	281517	462	2	snR17b	snR17b_snoRNA	0
XVI	282058	282112	55	+	-2.44274620990607	7.7152687237327	126.503366638624	1.73045989204849e-07	2.75724983301622e-06	Promoter	16	282122	282970	849	1	YPL143W	YPL143W_mRNA	-10
XVI	292404	292506	103	-	1.08238782100887	7.04443636564385	9.9018075963697	0.00899891472142685	0.0181501339625612	Promoter	16	291366	292427	1062	2	YPL138C	YPL138C_mRNA	0
XVI	299506	299534	29	-	2.08367262332817	6.43782665900763	54.6523044405736	1.16796793182236e-05	7.22016547232107e-05	Promoter	16	298571	299503	933	2	YPL134C	YPL134C_mRNA	-31
XVI	30033	30103	71	+	1.04313052094003	7.73084243410051	22.1289678432217	0.000597929079459021	0.00180077522721053	Promoter	16	30079	30267	189	1	YPL271W	YPL271W_mRNA	0
XVI	301492	301648	157	+	1.69045216510493	7.23230684747939	36.9226399280068	7.09357354471431e-05	0.000298858641417824	Promoter	16	301716	302618	903	1	YPL132W	YPL132W_mRNA	-68
XVI	303051	303117	67	+	-2.80979157038273	9.12915360113215	353.732459916585	6.82821012391157e-10	8.70865342734015e-08	Promoter	16	303121	304014	894	1	YPL131W	YPL131W_mRNA	-4
XVI	310153	310200	48	+	-2.71736562365741	6.78027006232722	74.4649587083641	2.5916296947184e-06	2.20469756896848e-05	Promoter	16	310210	312900	2691	1	YPL126W	YPL126W_mRNA	-10
XVI	326287	326349	63	-	2.29562556398284	7.27844537422341	90.0157331277971	9.99878096887289e-07	1.06464044189356e-05	Promoter	16	324411	326264	1854	2	YPL119C	YPL119C_mRNA	-85
XVI	328776	328847	72	-	-1.03967056428664	7.8996012735497	48.391302556547	2.07228053554475e-05	0.000112773642793051	Promoter	16	327864	328730	867	2	YPL117C	YPL117C_mRNA	-117
XVI	337141	337175	35	-	7.68137146601488	5.60450195004377	61.6821259694034	2.09730675667839e-05	0.000113646934053419	Promoter	16	335953	337143	1191	2	YPL113C	YPL113C_mRNA	0
XVI	344877	344985	109	-	2.0108315022538	6.07666135231221	39.6284186375944	5.17444563006093e-05	0.000233425066106539	Promoter	16	341068	344739	3672	2	YPL110C	YPL110C_mRNA	-246
XVI	35081	35261	181	+	1.11444427250515	8.07192047340711	48.9097924701385	1.97168813755502e-05	0.000108654977093349	Promoter	16	35236	37845	2610	1	YPL268W	YPL268W_mRNA	0
XVI	370894	370942	49	+	-4.07588616813611	6.55319713623338	70.1563074766222	3.48083737342066e-06	2.82767189633805e-05	Promoter	16	370978	372921	1944	1	YPL093W	YPL093W_mRNA	-36
XVI	373629	373684	56	+	3.1258825876096	6.74883213985972	42.4687773774749	3.78313955711034e-05	0.000180832584331031	Promoter	16	373793	375169	1377	1	YPL092W	YPL092W_mRNA	-109
XVI	378398	378483	86	-	-2.2925477399681	9.71442325910105	267.364947876042	3.15938502650272e-09	1.76335945251516e-07	Promoter	16	377291	378395	1105	2	YPL090C	YPL090C_mRNA	-88
XVI	383292	383464	173	+	1.59727733479376	7.63535205968272	48.4916968727608	2.0523398180228e-05	0.00011220995005055	Promoter	16	383455	384408	954	1	YPL087W	YPL087W_mRNA	0
XVI	386453	386514	62	-	-1.72412753224928	6.24689022430145	24.2664380534636	0.000416019474346823	0.0013274431227355	Promoter	16	384773	386446	1674	2	YPL086C	YPL086C_mRNA	-68
XVI	39025	39098	74	+	-1.93831005572543	6.63224632608742	47.9583515515103	2.16093075713092e-05	0.000116317356904857	Promoter	16	39121	40077	957	1	YPL266W	YPL266W_mRNA	-23
XVI	404907	404926	20	+	-2.22362806611871	7.72778643464259	80.1417986228392	1.79633123674401e-06	1.65548253749931e-05	Promoter	16	404950	406044	1095	1	YPL081W	YPL081W_mRNA	-24
XVI	406589	406628	40	+	-2.67883286608436	8.4324077679386	104.837865372034	4.58721608456098e-07	5.87405091249309e-06	Promoter	16	406636	407539	904	1	YPL079W	YPL079W_mRNA	-8
XVI	408738	408827	90	-	1.23397895846382	8.10989323232076	48.4722037798004	2.05619387948944e-05	0.000112294494024642	Promoter	16	408010	408744	735	2	YPL078C	YPL078C_mRNA	0
XVI	40915	40971	57	+	2.68800295779664	9.63883552826787	361.373038268838	6.07125521490753e-10	8.66093671120559e-08	Promoter	16	41043	42869	1827	1	YPL265W	YPL265W_mRNA	-72
XVI	425114	425167	54	-	-2.02111345620576	5.62552172954791	22.4723416928451	0.000563174211634731	0.00171704618660063	Promoter	16	424215	425096	882	2	YPL068C	YPL068C_mRNA	-71
XVI	426023	426075	53	+	-1.58381579783142	5.61771350028669	19.0198349146455	0.00106117380376949	0.00290911083331963	Promoter	16	426233	427672	1440	1	YPL066W	YPL066W_mRNA	-158
XVI	455599	455823	225	+	2.35848482447862	8.2915528638428	84.7529187925518	1.35604968732385e-06	1.32286522710274e-05	Promoter	16	455759	456664	906	1	YPL054W	YPL054W_mRNA	0
XVI	458723	458778	56	+	1.32402750008571	5.59321877093782	9.64326405991631	0.00969737468497041	0.0193867811080797	Promoter	16	458799	459678	880	1	YPL052W	YPL052W_mRNA	-21
XVI	464444	464464	21	+	-3.30275549689892	4.967980443502	27.1974228122739	0.000262096648881942	0.000904239617669806	Promoter	16	464401	465648	1248	1	YPL048W	YPL048W_mRNA	43
XVI	46507	46580	74	-	-3.02397353518241	6.41216423989744	61.0365289426189	6.87296809651179e-06	4.82465851949747e-05	Promoter	16	44551	46506	1956	2	YPL263C	YPL263C_mRNA	-74
XVI	47139	47887	749	+	1.87261762465859	9.79077534695279	136.625017487364	1.15578554290641e-07	2.04281713687547e-06	Promoter	16	47336	48802	1467	1	YPL262W	YPL262W_mRNA	0
